release_date,movie,production_budget,domestic_gross,worldwide_gross
1996-02-23,Mary Reilly,47,5.707094,12.9
2016-12-23,Silence,46.5,7.100177,16.149791
1997-06-20,My Best Friend's Wedding,46,126.813153,298.923419
2001-07-20,America's Sweethearts,46,93.607673,160.648493
1996-11-22,Star Trek: First Contact,46,92.027888,150
2002-05-24,Insomnia,46,67.263182,113.622499
2013-09-20,Prisoners,46,61.002302,113.402302
1996-07-12,Courage Under Fire,46,59.003384,100.833145
1982-09-17,Inchon,46,4.4086360000000004,4.4086360000000004
1997-03-21,Liar Liar,45,181.410615,302.710615
1998-11-20,A Bug's Life,45,162.798565,363.095319
2012-10-05,Taken 2,45,139.854287,377.807404
1994-05-27,The Flintstones,45,130.531208,358.5
2003-10-24,Scary Movie 3,45,110.000082,155.2
2000-12-22,Miss Congeniality,45,106.807667,213.420951
2008-07-11,Journey to the Center of the Earth,45,101.70437,243.180937
1993-12-17,The Pelican Brief,45,100.768056,187.995859
2004-08-11,The Princess Diaries 2: Royal Engagement,45,95.149435,122.071435
2007-12-25,The Bucket List,45,93.466502,174.810815
1994-07-20,The Client,45,92.115211,117.615211
2011-11-23,The Muppets,45,88.625922,160.971922
1992-06-05,Patriot Games,45,83.287363,178.1
2005-05-13,Monster-in-Law,45,82.931301,155.931301
2001-10-05,Training Day,45,76.261036,104.505362
2016-10-07,The Girl on the Train,45,75.395035,170.32793
1999-12-24,Galaxy Quest,45,71.423726,90.523726
2001-07-04,Scary Movie 2,45,71.27742,141.189101
1998-08-21,Blade,45,70.141876,131.237688
2005-01-14,Coach Carter,45,67.264877,76.665507
2010-03-19,The Bounty Hunter,45,67.061228,135.808837
2002-04-12,Changing Lanes,45,66.790248,66.790248
1997-04-11,Anaconda,45,65.598907,136.998907
2006-01-20,Underworld: Evolution,45,62.318875,113.417762
2000-08-04,Coyote Ugly,45,60.786269,113.916474
2003-11-07,Love Actually,45,59.472278,247.950247
1996-08-09,Jack,45,58.617334,58.617334
1994-10-07,The Specialist,45,57.362581,57.362581
2016-12-09,Office Christmas Party,45,54.767494,91.342494
1996-08-16,Tin Cup,45,53.854588,75.854588
2005-11-23,Yours Mine and Ours,45,53.359917,72.359917
2005-05-13,Kicking and Screaming,45,52.842724,55.842724
2005-04-29,The Hitchhiker's Guide to the Galaxy,45,51.019112,102.746214
2007-09-21,Resident Evil: Extinction,45,50.648679,146.16292
2004-12-25,Fat Albert,45,48.114556,48.563556
2012-07-06,Savages,45,47.3231,80.59486
1994-09-30,The River Wild,45,46.815,94.215
2014-05-23,Blended,45,46.290741,127.990741
2006-01-13,Last Holiday,45,38.399961,43.343247
2006-03-03,16 Blocks,45,36.895141,65.595141
1995-07-14,The Indian in the Cupboard,45,35.627222,35.627222
2004-09-10,Cellular,45,32.00362,61.475984
2006-07-28,The Ant Bully,45,28.142535,49.610898
2003-07-18,Johnny English,45,28.013509,163.126676
1984-12-14,Dune,45,27.447471,27.447471
2009-07-31,Aliens in the Attic,45,25.200412,59.551283
2007-09-14,Across the Universe,45,24.343673,29.367143
2008-12-26,Revolutionary Road,45,22.91148,79.56496
2008-08-29,Babylon A.D.,45,22.532572,70.216497
1994-11-04,Frankenstein,45,22.006296,112.006296
1996-10-04,The Glimmer Man,45,20.404841,36.404841
1996-07-17,Multiplicity,45,20.133326,20.133326
2001-01-19,The Pledge,45,19.71993,29.406132
2005-12-16,The Producers: The Movie Musical,45,19.398532,32.952995
1996-06-07,The Phantom,45,17.220599,17.220599
2005-07-01,Rebound,45,16.809014,17.492014
2010-02-19,The Ghost Writer,45,15.541549,65.532491
2000-12-22,All the Pretty Horses,45,15.527125,18.120267
2008-09-05,Bangkok Dangerous,45,15.298133,46.598133
1995-12-20,Nixon,45,13.668249,34.668249
2012-09-21,Dredd,45,13.414714,41.467606
2011-10-28,The Rum Diary,45,13.109815,21.544732
1998-01-30,Deep Rising,45,11.203026,11.203026
2011-10-21,Johnny English Reborn,45,8.30597,164.53966
2008-09-26,Miracle at St. Anna,45,7.916887,9.676497
2002-04-05,Big Trouble,45,7.262288,8.488871
2006-12-21,Man cheng jin dai huang jin jia,45,6.566773,76.904429
2007-11-16,Love in the Time of Cholera,45,4.617608,31.077418
2002-12-25,Pinocchio,45,3.681811,31.681811
1997-01-31,Shadow Conspiracy,45,2.15454,2.15454
2012-12-31,Foodfight!,45,0,0.073706
2012-10-12,Argo,44.5,136.025503,227.140757
1993-08-06,The Fugitive,44,183.87576,353.715317
1985-05-22,Rambo: First Blood Part II,44,150.415432,300.4
1996-10-18,Sleepers,44,53.300852,165.600852
2010-07-30,Charlie St. Cloud,44,31.206263,48.478084
1996-02-02,The Juror,44,22.730924,22.730924
2014-02-06,The Interview,44,6.105175,12.342632
1980-11-19,Heaven's Gate,44,3.484331,3.484523
2013-06-28,The Heat,43,159.581587,229.727774
2000-12-19,Finding Forrester,43,51.768623,80.013623
2000-04-14,28 Days,43,37.035515,62.063972
2005-05-13,Danny the Dog,43,24.537621,49.037621
2002-04-12,The Sweetest Thing,43,24.430272,63.078756
2016-12-23,A Monster Calls,43,3.740823,45.095823
2011-01-28,The Mechanic,42.5,29.121498,76.347393
1993-06-30,The Firm,42,158.340892,270.340892
2012-03-16,21 Jump Street,42,138.447667,202.812429
1999-05-28,Notting Hill,42,116.089678,363.728226
2000-06-21,Chicken Run,42,106.793915,227.793915
2004-01-16,Along Came Polly,42,88.073507,173.04441
1992-07-01,Boomerang,42,70.052444,131.052444
2009-07-10,Brüno,42,60.05453,130.788243
1963-06-12,Cleopatra,42,57,71
2012-10-12,Here Comes the Boom,42,45.290318,73.239258
2002-04-05,High Crimes,42,41.543207,63.7811
1996-11-15,The Mirror Has Two Faces,42,41.267469,41.267469
2011-03-11,Red Riding Hood,42,37.662162,91.678442
2017-05-12,Snatched,42,37.279625,44.47633
2002-01-25,The Mothman Prophecies,42,35.228696,56.438555
1989-07-14,Licence to Kill,42,34.667015,156.167015
2012-01-27,One for the Money,42,26.414527,36.197221
2001-03-09,15 Minutes,42,24.375436,56.331864
2005-09-16,Lord of War,42,24.149632,60.437727
1993-05-28,Super Mario Bros.,42,20.844907,20.844907
1992-10-02,Hero,42,19.487173,66.787173
2012-01-27,Man on a Ledge,42,18.62,45.688337
2010-12-03,The Warrior's Way,42,5.66634,8.514325
1997-04-18,McHale's Navy,42,4.40842,4.40842
2010-05-28,Micmacs,42,1.259693,11.756922
2006-12-31,Les Bronzés 3: amis pour la vie,42,0,83.833602
2015-12-31,Pourquoi j'ai pas mangé mon père,42,0,0.182156
2002-11-08,8 Mile,41,116.724075,245.769202
2001-05-11,A Knight’s Tale,41,56.083966,100.622586
2003-08-22,The Medallion,41,22.108977,22.108977
2011-10-14,The Big Year,41,7.204138,7.684524
1999-08-06,The Sixth Sense,40,293.506292,672.806292
2005-07-15,The Wedding Crashers,40,209.218368,283.218368
2010-06-11,The Karate Kid,40,176.591618,351.774938
2015-02-13,Fifty Shades of Grey,40,166.16723,570.998101
2009-06-19,The Proposal,40,163.958031,314.709717
2013-12-13,American Hustle,40,150.117807,257.878294
2003-12-25,Cheaper by the Dozen,40,138.614544,190.212113
2014-07-25,Lucy,40,126.57396,457.507776
2013-12-25,Lone Survivor,40,125.095601,149.804632
1989-11-22,Back to the Future Part II,40,118.450002,332
1999-09-24,Double Jeopardy,40,116.735231,177.835231
2003-07-25,Spy Kids 3-D: Game Over,40,111.760631,167.851995
1996-07-24,A Time to Kill,40,108.766007,152.266007
1992-07-01,A League of Their Own,40,107.533925,132.440066
2016-06-10,The Conjuring 2: The Enfield Poltergeist,40,102.47000800000001,311.270008
2010-10-01,The Social Network,40,96.962694,224.922135
2013-04-12,42,40,95.020213,97.470701
2009-08-07,Julie & Julia,40,94.125426,126.646119
2009-02-06,He's Just Not That Into You,40,93.953653,181.053657
2017-02-10,John Wick: Chapter Two,40,92.029184,165.695415
2016-01-15,Ride Along 2,40,90.862685,124.827316
2006-04-14,Scary Movie 4,40,90.71062,178.71062
2015-03-27,Get Hard,40,90.411453,106.511453
2000-02-04,Scream 3,40,89.138076,161.838076
1990-05-24,Back to the Future Part III,40,88.055283,244.088654
2016-10-14,The Accountant,40,86.260045,153.060045
2014-11-14,Dumb and Dumber To,40,86.20801,156.553592
2014-04-25,The Other Woman,40,83.911193,195.111193
1992-11-13,Bram Stoker's Dracula,40,82.52279,215.862692
2006-02-17,Eight Below,40,81.612565,120.455994
1999-12-24,The Talented Mr. Ripley,40,81.292135,128.792135
2015-09-25,The Intern,40,75.764672,197.232734
1992-09-25,The Last of the Mohicans,40,75.505856,75.505856
2004-10-29,Ray,40,75.305995,124.823094
2005-04-01,Sin City,40,74.10382,158.527918
2015-10-16,Bridge of Spies,40,72.313754,162.610473
2008-02-22,Vantage Point,40,72.266306,150.886329
2009-03-20,I Love You Man,40,71.440011,91.729503
2001-11-09,Shallow Hal,40,70.836296,70.836296
1991-12-20,JFK,40,70.405498,205.4
2006-01-27,Big Momma's House 2,40,70.165972,137.047376
2016-11-04,Hacksaw Ridge,40,67.209615,158.701644
2001-03-02,The Mexican,40,66.808615,145.23825
2009-08-28,The Final Destination,40,66.4777,187.384627
2009-04-17,17 Again,40,64.167069,139.474906
2011-02-18,Unknown,40,63.686397,136.123083
2010-06-04,Get Him to the Greek,40,61.153526,91.455875
2003-11-21,Gothika,40,59.588068,141.484812
2001-11-30,Behind Enemy Lines,40,58.855732,58.855732
2011-03-18,The Lincoln Lawyer,40,58.0092,87.145086
2004-10-15,Shall We Dance?,40,57.887882,118.097882
2006-08-25,Invincible,40,57.806952,58.501127
2013-02-15,Escape From Planet Earth,40,57.012977,74.15661
1998-07-10,Small Soldiers,40,55.143823,71.743823
1997-07-31,Spawn,40,54.979992,87.949859
2014-11-26,Horrible Bosses 2,40,54.445357,105.945357
2002-01-25,The Count of Monte Cristo,40,54.228104,75.38909
2006-10-20,The Prestige,40,53.089891,104.407366
2006-06-16,The Lake House,40,52.330111,114.830111
2010-07-09,Predators,40,52.000688,127.234389
2012-08-15,The Odd Life of Timothy Green,40,51.85345,55.249159
1987-07-31,The Living Daylights,40,51.185,191.2
2006-12-08,Apocalypto,40,50.866635,121.032272
2007-02-14,Music and Lyrics,40,50.572589,146.300356
1986-06-18,Legal Eagles,40,49.851591,49.851591
2004-03-12,Secret Window,40,47.958031,92.111551
2005-08-12,The Skeleton Key,40,47.907715,92.256918
2014-06-20,Jersey Boys,40,47.047013,65.282732
2008-05-02,Made of Honor,40,46.012734,106.548738
1997-11-21,The Rainmaker,40,45.916769,45.916769
1992-02-07,Medicine Man,40,44.94824,44.94824
1997-12-12,Amistad,40,44.212592,58.250151
2014-05-30,A Million Ways to Die in The West,40,42.720965,86.778557
2011-08-12,Final Destination 5,40,42.587643,155.011165
2005-04-08,Fever Pitch,40,42.071069,50.071069
2007-12-25,Aliens vs. Predator - Requiem,40,41.797066,128.884494
2007-12-25,The Water Horse: Legend of the Deep,40,40.412817,103.429755
2014-07-18,Sex Tape,40,38.543473,126.069509
2011-04-15,Scream 4,40,38.180928,95.98959
1994-12-21,Ri¢hie Ri¢h,40,38.087756,38.087756
2000-08-11,Autumn in New York,40,37.752931,90.717684
2011-03-18,Paul,40,37.412945,101.162106
2012-12-19,The Guilt Trip,40,37.134215,41.294674
2011-08-26,Colombiana,40,36.665854,72.295262
1999-02-26,8MM,40,36.443442,96.398826
2000-02-18,Hanging Up,40,36.037909,51.867723
1991-03-01,The Doors,40,34.416893,34.416893
1999-08-20,Mickey Blue Eyes,40,33.864342,53.864342
2000-10-20,Pay it Forward,40,33.508922,55.696705
2011-04-08,Arthur,40,33.035397,47.787943
2008-03-21,Drillbit Taylor,40,32.862104,49.686263
2016-12-21,Patriots Day,40,31.886361,44.38303
2011-12-25,Extremely Loud and Incredibly Close,40,31.847881,55.247881
1994-07-01,The Shadow,40,31.8356,31.8356
2010-11-10,Morning Glory,40,31.011732,59.79507
2005-11-09,Get Rich or Die Tryin',40,30.98185,46.666955
2000-08-25,The Art of War,40,30.199105,30.199105
2013-12-25,Grudge Match,40,29.80726,69.80726
2000-08-11,Bless the Child,40,29.374178,40.435694
2005-11-23,Rent,40,29.077547,31.67062
1999-04-02,The Out-of-Towners,40,28.54412,28.54412
1996-08-23,The Island of Dr. Moreau,40,27.682712,27.682712
2001-09-07,The Musketeer,40,27.053815,27.053815
2017-01-27,Resident Evil: The Final Chapter,40,26.844692,307.353906
2008-02-29,The Other Boleyn Girl,40,26.814957,78.26997
2001-02-16,Sweet November,40,25.288103,65.754228
2007-04-05,The Reaping,40,25.126214,62.226214
2011-01-07,Season of the Witch,40,24.827228,91.1266
1994-06-03,Renaissance Man,40,24.172899,24.172899
1998-05-15,Quest for Camelot,40,22.7725,38.1725
2002-09-06,City by the Sea,40,22.433915,22.433915
1999-01-15,At First Sight,40,22.365133,22.365133
2004-01-16,Torque,40,21.176322,46.176322
2009-11-13,The Fantastic Mr. Fox,40,21.002919,47.085064
1995-09-22,Showgirls,40,20.350754,37.750754
1996-02-16,City Hall,40,20.278055,20.278055
2012-02-03,Big Miracle,40,20.1573,25.26868
2012-12-21,The Impossible,40,19.019882,169.590606
2012-03-09,A Thousand Words,40,18.450127,20.790486
2006-10-20,Marie Antoinette,40,15.962471,60.862471
2000-10-06,Get Carter,40,14.967182,19.417182
1995-04-21,Kiss of Death,40,14.942422,14.942422
2002-04-26,Life or Something Like It,40,14.448589,14.448589
1987-05-15,Ishtar,40,14.375181,14.375181
1992-02-28,Memoirs of an Invisible Man,40,14.358033,14.358033
2009-10-23,Amelia,40,14.279575,19.756077
2009-10-23,Cirque du Freak: The Vampire's Assistant,40,14.046595,39.753957
2004-05-07,New York Minute,40,14.018364,21.215882
1999-03-12,The Deep End of the Ocean,40,13.508635,13.508635
2004-11-05,Alfie,40,13.395939,35.195939
2002-08-30,FearDotCom,40,13.208023,13.208023
2008-11-07,Soul Men,40,12.082391,12.345883
2015-03-20,The Gunman,40,10.664749,13.644292
1999-08-20,Universal Soldier II: The Return,40,10.447421,10.717421
2009-09-25,Pandorum,40,10.330853,17.033431
2003-09-26,Duplex,40,9.652,10.070651
2013-08-16,Paranoia,40,7.388654,16.173593
1980-08-01,Raise the Titanic,40,7,7
2015-07-10,Baahubali: The Beginning,40,6.738,26.736665
2002-01-04,Impostor,40,6.114237,7.974607
2015-11-25,Victor Frankenstein,40,5.775076,33.175076
2002-11-27,Extreme Ops,40,4.835968,12.624471
2001-04-06,Just Visiting,40,4.777007,16.1722
2014-06-27,Snowpiercer,40,4.563029,88.06988
2007-07-20,Sunshine,40,3.68856,32.03061
1994-03-11,The Hudsucker Proxy,40,2.816518,14.938149
2016-11-11,Billy Lynn’s Long Halftime Walk,40,1.738477,25.863458
1986-07-01,Pirates,40,1.641825,6.341825
2008-12-12,Delgo,40,0.91584,0.91584
2007-09-07,The Hunting Party,40,0.876671,7.729552
2006-10-13,Alex Rider: Operation Stormbreaker,40,0.65921,20.72245
2009-11-20,Red Cliff,40,0.627047,119.627047
2004-09-24,The Last Shot,40,0.46373,0.46373
2010-04-02,The Warlords,40,0.129078,38.899792
2007-03-16,Nomad,40,0.079123,0.079123
2013-04-16,Un monstre à Paris,40,0,27.000381
2016-11-11,USS Indianapolis: Men of Courage,40,0,0.320248
2014-12-31,Dragon Nest Warriors' Dawn,40,0,0.19609
2015-12-31,The Crow,40,0,0
2009-08-14,The Time Traveler's Wife,39,63.414846,102.332135
1983-06-17,Superman III,39,59.950623,59.950623
2007-02-02,Because I Said So,39,42.67404,69.538833
2012-10-05,Frankenweenie,39,35.287788,81.150788
1996-03-29,Sgt. Bilko,39,30.356589,37.956589
2005-09-30,Serenity,39,25.514517,40.31944
2004-02-20,Against the Ropes,39,5.881504,6.429865
2013-08-23,Yi dai zong shi,38.6,6.594959,57.987299
2001-06-22,The Fast and the Furious,38,144.51231,206.51231
2002-09-27,Sweet Home Alabama,38,127.214072,182.365114
2009-07-24,The Ugly Truth,38,88.915214,205.298907
2002-08-07,Spy Kids 2: The Island of Lost Dreams,38,85.846296,119.721296
1994-11-18,Star Trek: Generations,38,75.671262,120
2015-04-17,Paul Blart: Mall Cop 2,38,71.03819,107.597242
1997-12-19,Mouse Hunt,38,61.894591,61.894591
2016-12-23,Why Him?,38,60.323786,117.523786
2011-04-22,Water for Elephants,38,58.709717,116.809717
2010-10-08,Life as We Know It,38,53.374681,105.887837
1999-12-29,The Hurricane,38,50.699241,73.956241
2013-09-06,Riddick,38,42.025135,94.763758
2001-03-23,Heartbreakers,38,40.334024,57.753825
2002-05-24,Enough,38,39.177215,50.97066
2016-01-22,The 5th Wave,38,34.912982,110.678636
2009-02-06,Push,38,31.811527,44.411527
2013-09-20,Rush,38,26.947624,98.230839
2001-05-18,Angel Eyes,38,24.044532,29.544532
2001-12-21,Joe Somebody,38,22.770864,24.51599
2000-03-10,The Ninth Gate,38,18.653746,58.394308
1996-09-27,Extreme Measures,38,17.378193,17.378193
2001-09-07,Rock Star,38,16.991902,19.317765
2011-10-14,The Thing,38,16.92867,27.501814
1996-02-02,White Squall,38,10.2293,10.2293
2008-10-10,City of Ember,38,7.871693,17.830244
1997-10-31,Switchback,38,6.504442,6.504442
2001-11-30,Texas Rangers,38,0.623374,0.623374
2008-08-26,Virgin Territory,38,0,5.473041
2012-05-18,What to Expect When You're Expecting,37.5,41.152203,120.925697
2012-09-14,The Master,37.5,16.247159,58.792011
2008-10-04,The Express,37.5,9.793406,9.813309
2008-11-21,Twilight,37,192.769854,402.280159
2013-08-07,We're the Millers,37,150.394119,267.816276
2015-11-25,Creed,37,109.767581,173.567581
2010-09-17,The Town,37,92.186262,152.566881
2011-09-23,Dolphin Tale,37,72.286779,96.068724
2008-09-12,Burn After Reading,37,60.355347,168.167798
2008-04-04,Nim's Island,37,48.006762,101.857425
2016-02-12,How to be Single,37,46.843513,99.595932
2010-02-26,Cop Out,37,44.875481,55.909910000000004
2011-01-28,The Rite,37,33.047633,97.143987
2008-07-18,Space Chimps,37,30.105968,67.029956
1999-12-17,Magnolia,37,22.450975,48.446802
2015-05-29,Aloha,37,21.05203,24.935799
2009-12-31,Obitaemyy ostrov,36.5,0,15
2011-02-11,Gnomeo and Juliet,36,99.96767,193.737977
2002-02-15,John Q,36,71.026631,102.226631
1999-09-17,Blue Streak,36,68.20819,117.448157
1983-10-07,Never Say Never Again,36,55.5,160
2010-03-26,Hot Tub Time Machine,36,50.269859,65.96775
1997-05-02,Breakdown,36,50.159144,50.159144
2014-09-12,Dolphin Tale 2,36,42.024533,57.824533
2016-12-16,Collateral Beauty,36,31.016021,85.31507
2003-04-04,A Man Apart,36,26.5,43.797731
2000-02-25,Reindeer Games,36,23.360779,23.360779
1999-12-24,Snow Falling on Cedars,36,14.378353,14.378353
1996-12-20,Ghosts of Mississippi,36,13.052741,13.052741
1997-10-24,Gattaca,36,12.532777,12.532777
2000-01-28,Isn't She Great,36,2.954405,2.954405
2016-01-22,Yip Man 3,36,2.679437,156.835197
2011-05-06,There Be Dragons,36,1.069334,4.02099
2017-04-14,Queen of the Desert,36,0,1.480089
2003-03-28,Head of State,35.2,37.788228,38.283765
2009-06-05,The Hangover,35,277.322503,465.764086
2009-11-20,The Blind Side,35,255.959475,305.705794
1989-06-23,Batman,35,251.188924,411.348924
1999-06-10,Austin Powers: The Spy Who Shagged Me,35,206.040085,310.332636
2010-12-22,True Grit,35,171.243005,252.276928
1992-05-15,Lethal Weapon 3,35,144.731527,319.7
1998-09-18,Rush Hour,35,141.186864,245.3
2013-02-08,Identity Thief,35,134.50692,175.361578
2006-06-30,The Devil Wears Prada,35,124.74046,326.073155
2011-07-08,Horrible Bosses,35,117.538559,212.417601
2001-03-30,Spy Kids,35,112.692062,197.692062
2015-07-17,Trainwreck,35,110.03813,140.949327
2013-12-13,Saving Mr. Banks,35,83.299761,114.962525
1979-12-07,Star Trek: The Motion Picture,35,82.258456,139
2008-03-21,21,35,81.159365,157.852532
2008-05-03,What Happens in Vegas...,35,80.277646,218.535708
1991-11-15,Cape Fear,35,79.091969,182.291969
1996-11-15,The English Patient,35,78.716374,231.711151
2009-01-16,Hotel for Dogs,35,73.03446,122.213085
2005-03-25,Guess Who,35,68.915888,102.115888
2012-12-21,This is 40,35,67.544505,90.221182
1997-09-19,L.A. Confidential,35,64.604977,126.204977
2005-07-29,Sky High,35,63.939454,83.109359
1997-09-19,In & Out,35,63.826569,83.226569
2010-04-30,A Nightmare on Elm Street,35,63.075011,117.729621
2000-08-18,The Cell,35,61.280963,85.911226
1995-07-07,Species,35,60.054449,113.354449
2006-04-07,The Benchwarmers,35,59.843754,65.063726
2010-10-08,Secretariat,35,59.699513,60.376247
1998-03-13,The Man in the Iron Mask,35,56.968169,56.968169
2011-07-22,Friends with Benefits,35,55.802754,146.595891
2016-05-20,Neighbors 2: Sorority Rising,35,55.34073,108.758521
2007-03-23,TMNT,35,54.149098,96.096018
2003-10-24,Radio,35,52.333738,53.293628
2009-11-25,Old Dogs,35,49.49206,95.104304
1992-11-18,Malcolm X,35,48.16991,48.16991
2015-05-22,Poltergeist,35,47.425125,95.825125
2009-01-23,Underworld 3: Rise of the Lycans,35,45.802315,89.102315
2005-07-29,Must Love Dogs,35,43.894863,58.405313
2007-07-03,License to Wed,35,43.799818,70.187088
1997-02-28,Donnie Brasco,35,41.954997,65.303052
2008-10-17,Max Payne,35,40.687294,85.761789
2002-03-15,Resident Evil,35,40.119709,103.787401
2004-03-26,The Ladykillers,35,39.692139,77.392139
2011-05-06,Something Borrowed,35,39.046489,65.084116
2006-12-01,The Nativity Story,35,37.629831,46.309644
2011-10-28,In Time,35,37.553932,165.103952
2010-04-23,The Back-up Plan,35,37.490007,75.281179
2011-11-09,J. Edgar,35,37.30603,84.60603
2000-11-17,Bounce,35,36.805288,53.425292
2015-05-08,Hot Pursuit,35,34.580201,45.680201
2015-12-25,Concussion,35,34.531832,50.36379
2004-12-03,Closer,35,33.987757,116.177695
1994-12-23,Street Fighter,35,33.423,99.423
2001-11-21,Black Knight,35,33.422806,33.422806
2005-07-22,The Bad News Bears,35,32.868349,33.50062
2002-12-27,The Pianist,35,32.519322,111.854182
2005-05-06,House of Wax,35,32.0648,70.0648
2001-10-19,From Hell,35,31.598308,68.712365
2008-08-15,Mirrors,35,30.691439,77.220596
2002-02-22,Queen of the Damned,35,30.307804,30.307804
2010-08-20,Nanny McPhee and the Big Bang,35,29.197642,97.799865
2008-01-25,Untraceable,35,28.687835,52.649951
1990-11-21,Predator 2,35,28.317513,54.768418
2011-09-23,Abduction,35,28.087155,86.648359
1980-12-05,Flash Gordon,35,27.10796,27.10796
2008-03-28,Superhero Movie,35,26.63852,73.026302
1999-02-12,Blast from the Past,35,26.61362,26.61362
2012-10-19,Alex Cross,35,25.888412,35.426759
2004-03-26,Jersey Girl,35,25.266129,37.066129
1997-11-21,Midnight in the Garden of Good and Evil,35,25.078937,25.078937
2016-09-16,Bridget Jones’s Baby,35,24.139805,203.555567
2001-11-09,Heist,35,23.483357,28.906817
1992-12-25,Hoffa,35,23.365858,28.391473
2016-03-04,Whiskey Tango Foxtrot,35,23.083334,24.915969
2004-04-09,Ella Enchanted,35,22.913677,22.913677
2015-08-21,Hitman: Agent 47,35,22.46745,81.96745
2008-07-25,The X-Files: I Want to Believe,35,20.982478,68.170792
2012-08-24,Premium Rush,35,20.275446,31.393201
2013-01-18,Broken City,35,19.701164,34.480045
2005-08-19,Valiant,35,19.478106,64.188387
2000-02-23,Wonder Boys,35,19.389454,33.422485
2005-02-25,Cursed,35,19.294901,25.114901
2007-12-21,Walk Hard: The Dewey Cox Story,35,18.317151,20.606053
2002-09-20,The Four Feathers,35,18.306166,29.882645
2010-04-30,Furry Vengeance,35,17.630465,39.340177
2013-01-25,Parker,35,17.616641,48.543388
2004-09-17,Wimbledon,35,16.862585,41.666476
2000-09-15,Bait,35,15.325127,15.471969
2000-12-08,Dungeons and Dragons,35,15.185241,33.771965
2007-11-09,Lions for Lambs,35,14.99807,63.211088
1991-01-18,Flight of the Intruder,35,14.47144,14.47144
2011-05-27,The Tree of Life,35,13.305665,61.721826
2001-08-17,American Outlaws,35,13.264986,13.601109
2006-08-11,Zoom,35,11.989328,12.506188
2001-12-25,The Shipping News,35,11.405825,24.405825
2009-12-18,The Young Victoria,35,11.001272,31.878891
2014-03-28,Sabotage,35,10.508518,18.376443
1998-09-04,Knock Off,35,10.319915,10.319915
2009-09-11,Whiteout,35,10.275638,12.254746
2015-03-06,Unfinished Business,35,10.219501,12.819501
2006-11-22,The Fountain,35,10.14401,15.461638
2015-09-30,The Walk,35,10.137502,61.173364
2013-11-29,Mandela: Long Walk to Freedom,35,8.323085,29.890402
2008-12-05,Punisher: War Zone,35,8.050977,10.157534
2003-09-05,The Order,35,7.659747,11.559747
2006-11-10,A Good Year,35,7.4593,42.064105
2016-03-11,The Brothers Grimsby,35,6.864016,28.721408
2002-11-06,Femme Fatale,35,6.630252,16.830252
1997-05-02,Warriors of Virtue,35,6.448817,6.448817
2003-09-26,Luther,35,5.781086,32.738814
2010-01-21,Biutiful,35,5.101237,24.687524
1992-02-21,Radio Flyer,35,4.651977,4.651977
1993-04-16,Bound by Honor,35,4.496583,4.496583
1997-02-28,Smilla's Sense of Snow,35,2.221994,2.221994
1986-10-03,Playing for Keeps,35,2,2
1980-01-01,Lion of the Desert,35,1.5,1.5
1996-04-19,Le hussard sur le toit,35,1.320043,1.320043
1999-11-24,Ride With the Devil,35,0.630779,0.630779
2012-09-14,Stolen,35,0.289773,17.967746000000002
2011-10-14,Trespass,35,0.016816,0.786532
2006-09-22,Bandidas,35,0,19.28259
2015-03-13,The Lovers,35,0,0.011106
2008-12-31,Black Water Transit,35,0,0
2011-12-25,The Darkest Hour,34.8,21.443494,62.831715
2014-09-19,The Maze Runner,34,102.427862,348.319861
2015-04-10,The Longest Ride,34,37.446117,63.802928
1993-09-17,The Age of Innocence,34,32.014993,32.014993
2009-08-14,Gake no ue no Ponyo,34,15.090399,205.312666
1999-09-01,Chill Factor,34,11.263966,11.263966
1999-08-27,The Astronaut's Wife,34,10.672566,10.672566
2000-05-05,I Dreamed of Africa,34,6.543194,14.291999
2014-09-05,Thunder and the House of Magic,34,0.004091,10.392666
1981-12-04,Reds,33.5,50,50
1992-12-11,A Few Good Men,33,141.340178,236.5
2000-06-02,Big Momma's House,33,117.559438,173.559438
2001-03-16,Exit Wounds,33,51.758599,79.958599
2016-07-08,Mike and Dave Need Wedding Dates,33,46.009673,75.909673
2012-07-27,Step Up Revolution,33,35.074677,165.55229
2006-08-18,Snakes on a Plane,33,34.020814,62.020814
2004-04-16,The Punisher,33,33.66437,54.533774
2000-09-08,The Watcher,33,28.946615,47.267829
2012-04-27,Safe,33,17.14208,41.495213
2008-03-14,Doomsday,33,11.00877,21.621188
1999-04-23,Pushing Tin,33,8.408835,8.408835
2006-05-12,Goal! The Dream Begins,33,4.283255,27.610873
2015-07-31,The Young and Prodigious T.S. Spivet,33,0.176847,0.357687
2015-10-30,Freaks of Nature,33,0,0
1983-05-25,Star Wars Ep. VI: Return of the Jedi,32.5,309.205079,572.705079
2011-05-13,Bridesmaids,32.5,169.106725,289.52703
2008-12-10,The Reader,32.5,34.194407,112.964875
2013-04-26,The Big Wedding,32.5,21.819348,48.425971
2012-02-24,Wanderlust,32.5,17.288155,24.159934
2003-11-07,Elf,32,173.398518,220.23641
1996-07-05,Phenomenon,32,104.636382,152.036382
2013-06-12,This is the End,32,101.470202,126.539117
2002-01-18,Snow Dogs,32,81.150692,116.898028
2006-06-16,Nacho Libre,32,80.197993,99.296462
1988-11-23,Scrooged,32,59.450353,59.450353
2010-08-27,Takers,32,57.74472,70.587268
2011-04-01,Source Code,32,54.712227,140.428499
